index,full_name,short_name,description,output_type,parameters
1179,ee.Model.fromAiPlatformPredictor,fromAiPlatformPredictor,Returns an ee.Model from a description of an AI Platform prediction model. (See https://cloud.google.com/ml-engine/).,Model,"[{'name': 'projectName', 'type': 'Object, default: null', 'details': 'The Google Cloud project that owns the model. Deprecated: use ""projectId"" instead.'}, {'name': 'projectId', 'type': 'String, default: null', 'details': 'The ID of the Google Cloud project that owns the model.'}, {'name': 'modelName', 'type': 'String, default: null', 'details': 'The name of the model.'}, {'name': 'version', 'type': 'String, default: null', 'details': 'The model version. Defaults to the AI Platform default model version.'}, {'name': 'region', 'type': 'String, default: null', 'details': 'The model deployment region. Defaults to ""us-central1"".'}, {'name': 'inputProperties', 'type': 'List, default: null', 'details': 'Properties passed with each prediction instance. Image predictions are tiled, so these properties will be replicated into each image tile instance. Defaults to no properties.'}, {'name': 'inputTypeOverride', 'type': 'Dictionary, default: null', 'details': 'Types to which model inputs will be coerced if specified. Both Image bands and Image/Feature properties are valid.'}, {'name': 'inputShapes', 'type': 'Dictionary, default: null', 'details': 'The fixed shape of input array bands. For each array band not specified, the fixed array shape will be automatically deduced from a non-masked pixel.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': ""The input projection at which to sample all bands. Defaults to the default projection of an image's first band.""}, {'name': 'fixInputProj', 'type': 'Boolean, default: null', 'details': ""If true, pixels will be sampled in a fixed projection specified by 'proj'. The output projection is used otherwise. Defaults to false.""}, {'name': 'inputTileSize', 'type': 'List, default: null', 'details': 'Rectangular dimensions of pixel tiles passed in to prediction instances. Required for image predictions.'}, {'name': 'inputOverlapSize', 'type': 'List, default: null', 'details': 'Amount of adjacent-tile overlap in X/Y along each edge of pixel tiles passed in to prediction instances. Defaults to [0, 0].'}, {'name': 'outputTileSize', 'type': 'List, default: null', 'details': ""Rectangular dimensions of pixel tiles returned from AI Platform. Defaults to the value in 'inputTileSize'.""}, {'name': 'outputBands', 'type': 'Dictionary, default: null', 'details': 'A map from output band names to a dictionary of output band info. Valid band info fields are \'type\' and \'dimensions\'. \'type\' should be a ee.PixelType describing the output band, and \'dimensions\' is an optional integer with the number of dimensions in that band e.g.: ""outputBands: {\'p\': {\'type\': ee.PixelType.int8(), \'dimensions\': 1}}"". Required for image predictions.'}, {'name': 'outputProperties', 'type': 'Dictionary, default: null', 'details': 'A map from output property names to a dictionary of output property info. Valid property info fields are \'type\' and \'dimensions\'. \'type\' should be a ee.PixelType describing the output property, and \'dimensions\' is an optional integer with the number of dimensions for that property if it is an array e.g.: ""outputBands: {\'p\': {\'type\': ee.PixelType.int8(), \'dimensions\': 1}}"". Required for predictions from FeatureCollections.'}, {'name': 'outputMultiplier', 'type': 'Float, default: null', 'details': 'An approximation to the increase in data volume for the model outputs over the model inputs. If specified this must be >= 1. This is only needed if the model produces more data than it consumes, e.g. a model that takes 5 bands and produces 10 outputs per pixel.'}]"
1180,ee.Model.fromVertexAi,fromVertexAi,Returns an ee.Model from a description of a Vertex AI model endpoint. (See https://cloud.google.com/vertex-ai).,Model,"[{'name': 'endpoint', 'type': 'String, default: null', 'details': 'The endpoint name for predictions.'}, {'name': 'inputProperties', 'type': 'List, default: null', 'details': 'Properties passed with each prediction instance. Image predictions are tiled, so these properties will be replicated into each image tile instance. Defaults to no properties.'}, {'name': 'inputTypeOverride', 'type': 'Dictionary, default: null', 'details': 'Types to which model inputs will be coerced if specified. Both Image bands and Image/Feature properties are valid.'}, {'name': 'inputShapes', 'type': 'Dictionary, default: null', 'details': 'The fixed shape of input array bands. For each array band not specified, the fixed array shape will be automatically deduced from a non-masked pixel.'}, {'name': 'proj', 'type': 'Projection, default: null', 'details': ""The input projection at which to sample all bands. Defaults to the default projection of an image's first band.""}, {'name': 'fixInputProj', 'type': 'Boolean, default: null', 'details': ""If true, pixels will be sampled in a fixed projection specified by 'proj'. The output projection is used otherwise. Defaults to false.""}, {'name': 'inputTileSize', 'type': 'List, default: null', 'details': 'Rectangular dimensions of pixel tiles passed in to prediction instances. Required for image predictions.'}, {'name': 'inputOverlapSize', 'type': 'List, default: null', 'details': 'Amount of adjacent-tile overlap in X/Y along each edge of pixel tiles passed in to prediction instances. Defaults to [0, 0].'}, {'name': 'outputTileSize', 'type': 'List, default: null', 'details': ""Rectangular dimensions of pixel tiles returned from AI Platform. Defaults to the value in 'inputTileSize'.""}, {'name': 'outputBands', 'type': 'Dictionary, default: null', 'details': 'A map from output band names to a dictionary of output band info. Valid band info fields are \'type\' and \'dimensions\'. \'type\' should be a ee.PixelType describing the output band, and \'dimensions\' is an optional integer with the number of dimensions in that band e.g.: ""outputBands: {\'p\': {\'type\': ee.PixelType.int8(), \'dimensions\': 1}}"". Required for image predictions.'}, {'name': 'outputProperties', 'type': 'Dictionary, default: null', 'details': 'A map from output property names to a dictionary of output property info. Valid property info fields are \'type\' and \'dimensions\'. \'type\' should be a ee.PixelType describing the output property, and \'dimensions\' is an optional integer with the number of dimensions for that property if it is an array e.g.: ""outputBands: {\'p\': {\'type\': ee.PixelType.int8(), \'dimensions\': 1}}"". Required for predictions from FeatureCollections.'}, {'name': 'outputMultiplier', 'type': 'Float, default: null', 'details': 'An approximation to the increase in data volume for the model outputs over the model inputs. If specified this must be >= 1. This is only needed if the model produces more data than it consumes, e.g. a model that takes 5 bands and produces 10 outputs per pixel.'}, {'name': 'maxPayloadBytes', 'type': 'Long, default: null', 'details': 'The prediction payload size limit in bytes.  Defaults to 1.5MB (1500000 bytes)'}]"
1181,ee.Model.predictImage,predictImage,Make predictions from pixel tiles of an image. The predictions are merged as bands with the input image.,Image,"[{'name': 'model', 'type': 'Model', 'details': ''}, {'name': 'image', 'type': 'Image', 'details': 'The input image.'}]"
1182,ee.Model.predictProperties,predictProperties,Make predictions for each feature in a collection. Predicted properties are merged with the properties of the input feature.,FeatureCollection,"[{'name': 'model', 'type': 'Model', 'details': ''}, {'name': 'collection', 'type': 'FeatureCollection', 'details': 'The input collection.'}]"
1183,ee.Number,ee.Number,Constructs a new Number.,Number,"[{'name': 'number', 'type': 'Number|Object', 'details': 'A number or a computed object.'}]"
1184,ee.Number.abs,abs,Computes the absolute value of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1185,ee.Number.acos,acos,Computes the arc cosine in radians of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1186,ee.Number.add,add,Adds the first value to the second.,Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1187,ee.Number.and,and,Returns 1 iff both values are non-zero.,Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1188,ee.Number.aside,aside,"Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:",ComputedObject,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'func', 'type': 'Function', 'details': 'The function to call.'}, {'name': 'var_args', 'type': 'VarArgs', 'details': 'Any extra arguments to pass to the function.'}]"
1189,ee.Number.asin,asin,Computes the arc sine in radians of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1190,ee.Number.atan,atan,Computes the arc tangent in radians of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1191,ee.Number.atan2,atan2,"Calculates the angle formed by the 2D vector [x, y].",Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1192,ee.Number.bitCount,bitCount,Calculates the number of one-bits in the 64-bit two's complement binary representation of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1193,ee.Number.bitwiseAnd,bitwiseAnd,Calculates the bitwise AND of the input values.,Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1194,ee.Number.bitwiseNot,bitwiseNot,"Calculates the bitwise NOT of the input, in the smallest signed integer type that can hold the input.",Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1195,ee.Number.bitwiseOr,bitwiseOr,Calculates the bitwise OR of the input values.,Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1196,ee.Number.bitwiseXor,bitwiseXor,Calculates the bitwise XOR of the input values.,Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1197,ee.Number.byte,byte,Casts the input value to an unsigned 8-bit integer.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1198,ee.Number.cbrt,cbrt,Computes the cubic root of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1199,ee.Number.ceil,ceil,Computes the smallest integer greater than or equal to the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1200,ee.Number.clamp,clamp,Clamps the value to lie within the range of min to max.,Number,"[{'name': 'number', 'type': 'Number', 'details': ''}, {'name': 'min', 'type': 'Float', 'details': ''}, {'name': 'max', 'type': 'Float', 'details': ''}]"
1201,ee.Number.cos,cos,Computes the cosine of the input in radians.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1202,ee.Number.cosh,cosh,Computes the hyperbolic cosine of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1203,ee.Number.digamma,digamma,Computes the digamma function of the input.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
1204,ee.Number.divide,divide,"Divides the first value by the second, returning 0 for division by 0.",Number,"[{'name': 'left', 'type': 'Number', 'details': 'The left-hand value.'}, {'name': 'right', 'type': 'Number', 'details': 'The right-hand value.'}]"
1205,ee.Number.double,double,Casts the input value to a 64-bit float.,Number,"[{'name': 'input', 'type': 'Number', 'details': 'The input value.'}]"
